	NNTYPE	KOD1	POW1	KAT1	ODL1	KOD2	POW2	KAT2	KOD3	KOD4	KAT4	KOD5	WYJSCIE
reiz1_l44345	TEST	1	15	224	33	1	53	188	1	1	133	16	l4
reiz1_l44346	TEST	2	18	135	41	1	40	185	1	1	222	16	l4
reiz1_l44347	TEST	2	22	133	41	1	47	183	1	1	219	16	l4
reiz1_l44348	TEST	2	26	132	40	1	32	182	1	1	220	16	l4
reiz1_l44349	TEST	2	15	130	41	1	37	180	1	1	215	16	l4
reiz1_l44350	TEST	2	32	130	42	1	34	177	1	1	213	16	l4
reiz1_l44351	TEST	2	39	129	42	1	40	177	1	1	209	16	l4
reiz1_l44352	TEST	2	30	129	41	1	35	175	1	1	207	16	l4
reiz1_l44353	TEST	2	34	129	43	1	40	173	1	1	205	16	l4
reiz1_l44354	TEST	2	39	127	43	1	8	172	1	1	203	16	l4
reiz1_l44355	TEST	2	23	127	43	1	17	171	1	1	201	16	l4
reiz1_l44356	TEST	2	13	125	41	1	30	170	1	1	199	16	l4
reiz1_l44357	TEST	2	25	126	43	1	15	169	1	1	197	16	l4
reiz1_l44358	TEST	2	23	124	46	1	28	166	1	1	194	16	l4
reiz1_l44359	TEST	2	23	122	44	1	13	164	1	1	193	16	l4
reiz1_l44360	TEST	2	23	123	44	1	11	164	1	1	192	16	l4
reiz1_l44361	TEST	2	19	122	44	1	14	163	1	1	191	16	l4
reiz1_l44362	TEST	2	23	121	44	1	17	163	1	1	191	16	l4
reiz1_l44363	TEST	2	21	122	45	1	24	163	1	1	189	16	l4
reiz1_l44364	TEST	2	23	121	42	1	17	163	1	1	191	16	l4
reiz1_l44365	TEST	2	31	122	44	1	30	164	1	1	191	16	l4
reiz1_l44366	TEST	2	19	122	45	1	25	163	1	1	191	16	l4
reiz1_l44367	TEST	2	18	148	43	2	27	123	1	16	-1	16	l4
reiz1_l44368	TEST	2	21	123	45	1	17	165	1	1	194	16	l4
reiz1_l44369	TEST	2	24	123	45	1	25	167	1	1	197	16	l4
reiz1_l44370	TEST	2	34	126	46	1	31	168	1	1	201	16	l4
reiz1_l44371	TEST	2	30	127	44	1	16	172	1	1	202	16	l4
reiz1_l44372	TEST	2	28	127	44	1	30	173	1	1	206	16	l4
reiz1_l44373	TEST	2	30	128	43	1	30	174	1	1	207	16	l4
reiz1_l44374	TEST	2	32	128	43	1	36	175	1	1	210	16	l4
reiz1_l44375	TEST	2	32	129	43	1	31	177	1	1	213	16	l4
reiz1_l44376	TEST	2	30	131	43	1	30	180	1	1	215	16	l4
reiz1_l44377	TEST	2	23	131	43	1	26	180	1	1	217	16	l4
reiz1_l44378	TEST	2	28	133	42	1	42	183	1	1	224	16	l4
reiz1_l44379	TEST	2	17	133	42	1	39	185	1	1	225	16	l4
reiz1_l44380	TEST	2	16	135	41	1	37	188	1	1	229	16	l4
reiz1_l44381	TEST	1	14	232	29	1	38	188	1	1	133	16	l4
reiz1_l44382	TEST	1	20	231	32	1	38	191	1	1	134	16	l4
reiz1_l44383	TEST	1	8	231	35	1	38	195	1	1	137	16	l4
reiz1_l44384	TEST	1	17	234	34	1	42	194	1	1	137	16	l4
reiz1_l44385	TEST	1	13	236	33	1	51	195	1	1	136	16	l4
reiz1_l44386	TEST	1	12	234	35	1	61	196	1	1	138	16	l4
reiz1_l44387	TEST	1	6	239	32	1	43	198	1	1	137	16	l4
reiz1_l44388	TEST	1	8	234	37	1	49	197	1	1	137	16	l4
reiz1_l44389	TEST	1	13	235	36	1	45	197	1	1	137	16	l4
reiz1_l44390	TEST	1	10	239	33	1	50	197	1	1	137	16	l4
reiz1_l44391	TEST	1	14	236	36	1	42	197	1	1	138	16	l4
reiz1_l44392	TEST	1	19	238	34	1	37	197	1	1	138	16	l4
reiz1_l44393	TEST	1	15	236	34	1	44	195	1	1	137	16	l4
reiz1_l44394	TEST	1	16	236	34	1	54	197	1	1	138	16	l4
reiz1_l44395	TEST	1	15	238	34	1	52	197	1	1	137	16	l4
reiz1_l44396	TEST	1	20	237	34	1	44	196	1	1	137	16	l4
reiz1_l44397	TEST	1	19	238	34	1	27	196	1	1	137	16	l4
reiz1_l44398	TEST	1	17	239	33	1	49	195	1	1	136	16	l4
reiz1_l44399	TEST	1	8	238	34	1	49	197	1	1	138	16	l4
reiz1_l44400	TEST	1	16	236	36	1	40	197	1	1	138	16	l4
reiz1_l44401	TEST	1	19	238	34	1	34	196	1	1	137	16	l4
reiz1_l44402	TEST	1	18	240	33	1	50	196	1	1	137	16	l4
reiz1_l44403	TEST	1	12	242	32	1	49	198	1	1	137	16	l4
reiz1_l44404	TEST	1	15	240	33	1	53	197	1	1	136	16	l4
reiz1_l44405	TEST	1	8	235	36	1	67	196	1	1	137	16	l4
reiz1_l44406	TEST	1	17	240	33	1	49	196	1	1	137	16	l4
reiz1_l44407	TEST	1	7	245	31	1	52	198	1	1	137	16	l4
reiz1_l44408	TEST	1	10	237	35	1	44	196	1	1	138	16	l4
reiz1_l44409	TEST	1	15	240	34	1	53	197	1	1	136	16	l4
reiz1_l44410	TEST	1	7	236	36	1	48	196	1	1	138	16	l4
reiz1_l44411	TEST	1	16	240	34	1	51	198	1	1	139	16	l4
reiz1_l44412	TEST	1	7	240	32	1	35	196	1	1	137	16	l4
reiz1_l44413	TEST	1	11	240	34	1	68	196	1	1	137	16	l4
reiz1_l44414	TEST	1	15	240	34	1	45	198	1	1	137	16	l4
reiz1_l44415	TEST	1	10	240	32	1	42	197	1	1	140	16	l4
reiz1_l44416	TEST	1	21	238	34	1	51	196	1	1	137	16	l4
reiz1_l44417	TEST	1	17	240	34	1	51	197	1	1	138	16	l4
reiz1_l44418	TEST	1	15	240	34	1	59	198	1	1	138	16	l4
reiz1_l44419	TEST	1	16	238	34	1	47	197	1	1	139	16	l4
reiz1_l44420	TEST	1	20	239	35	1	52	198	1	1	139	16	l4
reiz1_l44421	TEST	1	9	237	35	1	38	198	1	1	138	16	l4
reiz1_l44422	TEST	1	13	239	35	1	52	200	1	1	139	16	l4
reiz1_l44423	TEST	1	14	238	36	1	41	197	1	1	139	16	l4
reiz1_l44424	TEST	1	10	236	36	1	46	197	1	1	137	16	l4
reiz1_l44425	TEST	1	10	240	34	1	49	198	1	1	137	16	l4
reiz1_l44426	TEST	1	14	239	35	1	62	198	1	1	138	16	l4
reiz1_l44427	TEST	1	15	240	34	1	48	198	1	1	138	16	l4
reiz1_l44428	TEST	1	7	236	38	1	46	198	1	1	139	16	l4
reiz1_l44429	TEST	1	13	238	35	1	50	197	1	1	138	16	l4
reiz1_l44430	TEST	1	16	238	35	1	53	198	1	1	139	16	l4
reiz1_l44431	TEST	1	16	240	34	1	55	198	1	1	140	16	l4
reiz1_l44432	TEST	1	12	239	35	1	29	199	1	1	139	16	l4
reiz1_l44433	TEST	1	9	240	33	1	51	198	1	1	139	16	l4
reiz1_l44434	TEST	1	9	236	36	1	57	198	1	1	139	16	l4
reiz1_l44435	TEST	1	14	240	34	1	54	199	1	1	140	16	l4
reiz1_l44436	TEST	1	6	236	36	1	54	200	1	1	140	16	l4
reiz1_l44437	TEST	1	10	240	35	1	56	201	1	1	139	16	l4
reiz1_l44438	TEST	1	10	236	37	1	40	200	1	1	142	16	l4
reiz1_l44439	TEST	1	11	240	36	1	40	201	1	1	141	16	l4
reiz1_l44440	TEST	1	10	243	35	1	41	200	1	1	140	16	l4
reiz1_l44441	TEST	1	12	241	35	1	40	201	1	1	141	16	l4
reiz1_l44442	TEST	3	1	8	42	1	46	202	1	1	141	1	l4
reiz1_l44443	TEST	1	4	239	35	1	31	200	1	1	141	16	l4
reiz1_l44444	TEST	1	7	240	35	1	55	202	1	1	141	16	l4
reiz1_l44445	TEST	1	6	237	37	1	45	202	1	1	142	16	l4
reiz1_l44446	TEST	1	11	240	36	1	44	202	1	1	142	16	l4
reiz1_l44447	TEST	1	5	239	35	1	55	202	1	1	141	16	l4
reiz1_l44448	TEST	1	2	242	32	1	49	201	1	1	142	16	l4
reiz1_l44449	TEST	1	4	237	35	1	28	198	1	1	139	16	l4
reiz1_l44450	TEST	1	4	238	34	1	33	200	1	1	141	16	l4
reiz1_l44451	TEST	1	2	236	34	1	40	198	1	1	139	16	l4
reiz1_l44452	TEST	1	1	233	34	1	50	196	1	1	138	16	l4
reiz1_l44453	TEST	1	3	233	35	1	51	195	1	1	139	16	l4
reiz1_l44454	TEST	1	4	229	35	1	31	193	1	1	139	16	l4
reiz1_l44455	TEST	1	7	227	35	1	36	191	1	1	139	16	l4
reiz1_l44456	TEST	1	3	229	33	1	33	193	1	1	139	16	l4
reiz1_l44457	TEST	1	6	226	33	1	25	188	1	1	138	16	l4
reiz1_l44458	TEST	1	2	231	26	1	38	187	1	1	133	16	l4
reiz1_l44459	TEST	2	7	137	37	1	38	186	1	1	226	16	l4
reiz1_l44460	TEST	1	19	226	29	1	25	185	1	1	133	16	l4
reiz1_l44461	TEST	2	2	133	38	1	16	188	1	1	230	16	l4
reiz1_l44462	TEST	2	1	130	33	1	7	184	1	1	131	1	l4
reiz1_l44463	TEST	2	12	131	37	1	11	182	1	1	222	16	l4
reiz1_l44464	TEST	2	5	125	34	1	28	180	1	1	225	16	l4
reiz1_l44465	TEST	2	28	127	36	1	24	180	1	1	223	16	l4
reiz1_l44466	TEST	2	18	124	34	1	9	180	1	1	225	16	l4
reiz1_l44467	TEST	2	19	122	34	1	9	180	1	1	222	16	l4
reiz1_l44468	TEST	2	14	120	33	1	4	180	1	1	222	16	l4
reiz1_l44469	TEST	2	29	121	35	1	9	177	1	1	222	16	l4
reiz1_l44470	TEST	2	30	122	34	1	19	176	1	1	222	16	l4
reiz1_l44471	TEST	2	30	120	34	1	12	178	1	1	222	16	l4
reiz1_l44472	TEST	2	1	154	34	2	32	120	1	1	176	16	l4
reiz1_l44473	TEST	2	32	119	35	1	7	171	1	1	220	16	l4
reiz1_l44474	TEST	2	29	121	35	1	5	175	1	1	220	16	l4
reiz1_l44475	TEST	2	30	120	35	1	21	176	1	1	223	16	l4
reiz1_l44476	TEST	2	28	120	34	1	16	176	1	1	220	16	l4
reiz1_l44477	TEST	2	2	123	42	1	8	176	1	1	217	16	l4
reiz1_l44478	TEST	2	34	123	37	1	6	176	1	16	-1	16	l4
reiz1_l44479	TEST	2	23	122	36	1	8	174	1	1	219	16	l4
reiz1_l44480	TEST	2	8	126	36	1	12	178	1	1	219	16	l4
reiz1_l44481	TEST	2	23	127	40	1	13	176	1	1	213	16	l4
reiz1_l44482	TEST	1	24	215	28	1	19	176	1	1	127	16	l4
reiz1_l44483	TEST	2	15	131	41	1	29	179	1	1	218	16	l4
reiz1_l44484	TEST	2	8	130	40	1	39	178	1	1	218	16	l4
reiz1_l44485	TEST	2	14	133	43	1	30	180	1	1	220	16	l4
reiz1_l44486	TEST	1	17	219	32	1	39	182	1	1	132	16	l4
reiz1_l44487	TEST	2	27	134	43	1	41	183	1	1	220	16	l4
reiz1_l44488	TEST	2	26	135	42	1	47	185	1	1	221	16	l4
reiz1_l44489	TEST	1	9	228	31	1	53	188	1	1	131	16	l4
reiz1_l44490	TEST	1	16	228	31	1	38	188	1	1	134	16	l4
reiz1_l44491	TEST	1	10	230	33	1	40	191	1	1	135	16	l4
reiz1_l44492	TEST	1	14	234	32	1	50	193	1	1	134	16	l4
reiz1_l44493	TEST	1	15	234	33	1	55	194	1	1	138	16	l4
reiz1_l44494	TEST	1	7	236	34	1	49	194	1	1	137	16	l4
reiz1_l44495	TEST	1	5	238	34	1	32	198	1	1	140	16	l4
reiz1_l44496	TEST	1	6	240	34	1	36	197	1	1	141	16	l4
reiz1_l44497	TEST	1	4	238	35	1	37	199	1	1	140	16	l4
reiz1_l44498	TEST	1	3	238	37	1	36	202	1	1	143	16	l4
reiz1_l44499	TEST	1	7	238	36	1	44	202	1	1	142	16	l4
reiz1_l44500	TEST	1	11	243	35	1	39	203	1	1	143	16	l4
reiz1_l44501	TEST	3	2	12	43	1	28	202	1	1	143	1	l4
reiz1_l44502	TEST	1	7	239	35	1	48	202	1	1	141	16	l4
reiz1_l44503	TEST	1	5	240	35	1	33	202	1	1	143	16	l4
reiz1_l44504	TEST	1	5	241	36	1	48	203	1	1	142	16	l4
reiz1_l44505	TEST	1	11	243	35	1	43	203	1	1	142	16	l4
reiz1_l44506	TEST	1	2	241	37	1	19	201	1	1	142	16	l4
reiz1_l44507	TEST	1	6	237	38	1	43	202	1	1	142	16	l4
reiz1_l44508	TEST	1	9	237	37	1	47	202	1	1	142	16	l4
reiz1_l44509	TEST	1	12	242	36	1	53	202	1	1	142	16	l4
reiz1_l44510	TEST	1	7	238	36	1	40	202	1	1	141	16	l4
reiz1_l44511	TEST	1	6	237	37	1	54	202	1	1	141	16	l4
reiz1_l44512	TEST	1	8	240	36	1	41	201	1	1	142	16	l4
reiz1_l44513	TEST	1	5	239	37	1	48	202	1	1	141	16	l4
reiz1_l44514	TEST	1	4	238	36	1	49	202	1	1	141	16	l4
reiz1_l44515	TEST	1	7	241	35	1	53	201	1	1	141	16	l4
reiz1_l44516	TEST	1	1	241	35	1	31	201	1	1	142	16	l4
reiz1_l44517	TEST	1	7	242	36	1	39	202	1	1	143	16	l4
reiz1_l44518	TEST	1	5	243	34	1	38	201	1	1	141	16	l4
reiz1_l44519	TEST	1	13	242	36	1	42	203	1	1	142	16	l4
reiz1_l44520	TEST	1	11	243	35	1	22	203	1	1	141	16	l4
reiz1_l44521	TEST	1	10	241	36	1	52	202	1	1	141	16	l4
reiz1_l44522	TEST	1	5	237	37	1	44	202	1	1	143	16	l4
reiz1_l44523	TEST	1	7	237	37	1	31	202	1	1	143	16	l4
reiz1_l44524	TEST	1	6	242	36	1	44	202	1	1	143	16	l4
reiz1_l44525	TEST	1	3	239	35	1	36	202	1	1	141	16	l4
reiz1_l44526	TEST	1	10	241	36	1	43	202	1	1	142	16	l4
reiz1_l44527	TEST	1	6	238	37	1	44	204	1	1	142	16	l4
reiz1_l44528	TEST	1	9	237	37	1	35	201	1	1	141	16	l4
reiz1_l44529	TEST	1	7	241	37	1	43	201	1	1	142	16	l4
reiz1_l44530	TEST	1	4	244	34	1	44	203	1	1	142	16	l4
reiz1_l44531	TEST	1	1	238	38	1	45	202	1	1	142	16	l4
reiz1_l44532	TEST	1	8	242	36	1	50	203	1	1	142	16	l4
reiz1_l44533	TEST	1	8	243	35	1	51	204	1	1	142	16	l4
reiz1_l44534	TEST	1	1	235	39	1	53	202	1	1	142	16	l4
reiz1_l44535	TEST	1	6	239	37	1	49	201	1	1	142	16	l4
reiz1_l44536	TEST	1	8	243	34	1	30	202	1	1	141	16	l4
reiz1_l44537	TEST	1	5	237	38	1	48	203	1	1	143	16	l4
reiz1_l44538	TEST	1	10	242	36	1	42	202	1	1	142	16	l4
reiz1_l44539	TEST	1	9	241	35	1	44	202	1	1	141	16	l4
reiz1_l44540	TEST	1	8	243	34	1	33	201	1	1	141	16	l4
reiz1_l44541	TEST	1	7	243	35	1	37	203	1	1	142	16	l4
reiz1_l44542	TEST	1	6	237	37	1	43	201	1	1	142	16	l4
reiz1_l44543	TEST	1	5	241	35	1	51	202	1	1	142	16	l4
reiz1_l44544	TEST	1	7	241	35	1	40	202	1	1	143	16	l4
reiz1_l44545	TEST	3	5	9	43	1	60	203	1	1	142	1	l4
reiz1_l44546	TEST	1	3	238	37	1	49	202	1	1	143	16	l4
reiz1_l44547	TEST	1	7	239	37	1	44	202	1	1	144	16	l4
reiz1_l44548	TEST	1	6	236	38	1	45	201	1	1	142	16	l4
reiz1_l44549	TEST	1	5	236	38	1	52	201	1	1	143	16	l4
reiz1_l44550	TEST	1	3	237	37	1	50	202	1	1	142	16	l4
reiz1_l44551	TEST	1	7	242	34	1	56	202	1	1	141	16	l4
reiz1_l44552	TEST	1	7	240	35	1	47	201	1	1	141	16	l4
reiz1_l44553	TEST	1	3	241	37	1	15	200	1	1	143	16	l4
reiz1_l44554	TEST	1	13	238	36	1	37	202	1	1	143	16	l4
reiz1_l44555	TEST	1	11	240	35	1	39	200	1	1	142	16	l4
reiz1_l44556	TEST	1	5	237	38	1	43	202	1	1	142	16	l4
reiz1_l44557	TEST	1	6	239	36	1	36	201	1	1	141	16	l4
reiz1_l44558	TEST	1	10	239	35	1	47	199	1	1	142	16	l4
reiz1_l44559	TEST	1	5	236	36	1	52	198	1	1	141	16	l4
reiz1_l44560	TEST	1	9	238	34	1	51	199	1	1	140	16	l4
reiz1_l44561	TEST	1	11	235	35	1	58	198	1	1	140	16	l4
reiz1_l44562	TEST	1	7	236	34	1	53	196	1	1	139	16	l4
reiz1_l44563	TEST	1	8	236	34	1	64	196	1	1	138	16	l4
reiz1_l44564	TEST	1	10	234	34	1	51	195	1	1	138	16	l4
reiz1_l44565	TEST	1	9	235	33	1	50	194	1	1	139	16	l4
reiz1_l44566	TEST	1	14	235	33	1	63	193	1	1	137	16	l4
reiz1_l44567	TEST	1	10	235	31	1	46	195	1	1	137	16	l4
reiz1_l44568	TEST	1	10	227	35	1	40	190	1	1	136	16	l4
reiz1_l44569	TEST	2	19	137	41	1	40	189	1	1	227	16	l4
reiz1_l44570	TEST	2	23	137	41	1	57	187	1	1	225	16	l4
reiz1_l44571	TEST	2	23	134	41	1	48	186	1	1	226	16	l4
reiz1_l44572	TEST	2	19	133	41	1	50	183	1	1	221	16	l4
reiz1_l44573	TEST	2	23	132	40	1	41	182	1	1	221	16	l4
reiz1_l44574	TEST	2	25	131	41	1	33	182	1	1	219	16	l4
reiz1_l44575	TEST	2	8	128	40	1	37	178	1	1	216	16	l4
reiz1_l44576	TEST	2	30	129	43	1	33	176	1	1	212	16	l4
reiz1_l44577	TEST	2	34	128	43	1	8	172	1	1	211	16	l4
reiz1_l44578	TEST	2	34	126	43	1	32	173	1	1	208	16	l4
reiz1_l44579	TEST	2	25	126	45	1	27	171	1	1	207	16	l4
reiz1_l44580	TEST	2	20	151	45	2	21	125	1	1	169	16	l4
reiz1_l44581	TEST	2	11	122	44	1	24	167	1	1	202	16	l4
reiz1_l44582	TEST	2	12	148	43	2	10	123	1	1	167	16	l4
reiz1_l44583	TEST	2	17	148	45	2	34	122	1	1	165	16	l4
reiz1_l44584	TEST	2	12	120	46	1	22	162	1	1	195	16	l4
reiz1_l44585	TEST	2	31	120	44	1	20	162	1	1	195	16	l4
reiz1_l44586	TEST	2	19	145	45	2	13	119	1	1	162	16	l4
reiz1_l44587	TEST	2	7	144	46	2	17	118	1	1	160	16	l4
reiz1_l44588	TEST	2	20	143	47	2	24	115	1	16	-1	16	l4
reiz1_l44589	TEST	2	12	142	46	2	25	115	1	16	-1	16	l4
reiz1_l44590	TEST	2	18	140	46	2	29	114	1	16	-1	16	l4
reiz1_l44591	TEST	2	13	142	46	2	23	115	1	16	-1	16	l4
reiz1_l44592	TEST	2	11	142	44	2	31	116	1	16	-1	16	l4
reiz1_l44593	TEST	2	30	117	42	1	7	160	1	1	189	16	l4
reiz1_l44594	TEST	2	21	145	46	2	22	118	1	1	160	16	l4
reiz1_l44595	TEST	2	20	145	45	2	27	120	1	1	161	16	l4
reiz1_l44596	TEST	2	2	168	43	2	24	148	2	1	197	16	l4
reiz1_l44597	TEST	2	7	122	45	1	19	165	1	1	198	16	l4
reiz1_l44598	TEST	2	29	124	45	1	10	168	1	1	202	16	l4
reiz1_l44599	TEST	2	34	125	45	1	31	171	1	1	206	16	l4
reiz1_l44600	TEST	2	35	127	44	1	24	173	1	1	209	16	l4
reiz1_l44601	TEST	2	37	127	43	1	41	176	1	1	212	16	l4
reiz1_l44602	TEST	2	18	128	43	1	33	177	1	1	213	16	l4
reiz1_l44603	TEST	2	24	129	42	1	48	178	1	1	217	16	l4
reiz1_l44604	TEST	2	26	129	42	1	44	180	1	1	220	16	l4
reiz1_l44605	TEST	2	25	130	42	1	46	183	1	1	221	16	l4
reiz1_l44606	TEST	2	25	132	42	1	50	185	1	1	225	16	l4
reiz1_l44607	TEST	2	20	135	41	1	35	186	1	1	229	16	l4
reiz1_l44608	TEST	1	13	229	35	1	28	187	1	1	132	16	l4
reiz1_l44609	TEST	1	10	233	32	1	33	190	1	1	132	16	l4
reiz1_l44610	TEST	1	3	234	32	1	43	193	1	1	136	16	l4
reiz1_l44611	TEST	1	3	230	38	1	58	194	1	1	138	16	l4
reiz1_l44612	TEST	1	8	235	35	1	48	196	1	1	139	16	l4
reiz1_l44613	TEST	1	6	243	32	1	37	198	1	1	141	16	l4
reiz1_l44614	TEST	1	9	240	36	1	53	201	1	1	142	16	l4
reiz1_l44615	TEST	1	10	244	34	1	24	200	1	1	142	16	l4
reiz1_l44616	TEST	1	8	237	37	1	33	200	1	1	142	16	l4
reiz1_l44617	TEST	1	13	241	35	1	35	200	1	1	141	16	l4
reiz1_l44618	TEST	1	12	241	35	1	58	200	1	1	141	16	l4
reiz1_l44619	TEST	1	11	240	35	1	35	198	1	1	142	16	l4
reiz1_l44620	TEST	1	13	240	34	1	47	199	1	1	141	16	l4
reiz1_l44621	TEST	1	8	236	38	1	46	200	1	1	142	16	l4
reiz1_l44622	TEST	1	10	237	37	1	35	199	1	1	142	16	l4
reiz1_l44623	TEST	1	6	238	36	1	36	201	1	1	141	16	l4
reiz1_l44624	TEST	1	13	241	35	1	49	201	1	1	140	16	l4
reiz1_l44625	TEST	1	10	240	36	1	55	199	1	1	140	16	l4
reiz1_l44626	TEST	1	5	241	35	1	53	199	1	1	141	16	l4
reiz1_l44627	TEST	3	3	10	45	1	42	201	1	1	141	1	l4
reiz1_l44628	TEST	1	11	240	36	1	60	201	1	1	142	16	l4
reiz1_l44629	TEST	1	10	241	36	1	56	200	1	1	141	16	l4
reiz1_l44630	TEST	1	10	237	37	1	54	202	1	1	142	16	l4
reiz1_l44631	TEST	1	8	238	36	1	37	201	1	1	141	16	l4
reiz1_l44632	TEST	3	1	9	44	1	42	200	1	1	143	1	l4
reiz1_l44633	TEST	1	7	238	36	1	41	199	1	1	142	16	l4
reiz1_l44634	TEST	1	6	237	37	1	42	202	1	1	141	16	l4
reiz1_l44635	TEST	1	5	239	38	1	55	201	1	1	141	16	l4
reiz1_l44636	TEST	1	11	240	36	1	45	199	1	1	142	16	l4
reiz1_l44637	TEST	1	7	237	37	1	48	201	1	1	143	16	l4
reiz1_l44638	TEST	1	7	237	37	1	38	201	1	1	142	16	l4
reiz1_l44639	TEST	1	5	239	37	1	37	199	1	1	141	16	l4
reiz1_l44640	TEST	1	11	240	35	1	60	199	1	1	141	16	l4
reiz1_l44641	TEST	1	10	238	36	1	57	201	1	1	142	16	l4
reiz1_l44642	TEST	1	9	243	35	1	49	201	1	1	142	16	l4
reiz1_l44643	TEST	1	7	237	37	1	39	200	1	1	143	16	l4
reiz1_l44644	TEST	1	10	239	35	1	43	199	1	1	142	16	l4
reiz1_l44645	TEST	1	8	236	37	1	36	198	1	1	141	16	l4
reiz1_l44646	TEST	1	9	238	36	1	37	200	1	1	141	16	l4
reiz1_l44647	TEST	1	10	240	35	1	61	201	1	1	140	16	l4
reiz1_l44648	TEST	1	9	235	37	1	56	199	1	1	141	16	l4
reiz1_l44649	TEST	1	10	238	36	1	67	199	1	1	141	16	l4
reiz1_l44650	TEST	1	12	239	35	1	66	199	1	1	139	16	l4
reiz1_l44651	TEST	1	9	238	34	1	62	197	1	1	140	16	l4
reiz1_l44652	TEST	1	14	240	34	1	61	198	1	1	139	16	l4
reiz1_l44653	TEST	1	17	238	34	1	52	196	1	1	138	16	l4
reiz1_l44654	TEST	1	14	236	36	1	54	197	1	1	138	16	l4
reiz1_l44655	TEST	1	8	233	37	1	63	196	1	1	139	16	l4
reiz1_l44656	TEST	1	23	236	34	1	63	196	1	1	137	16	l4
reiz1_l44657	TEST	1	10	234	37	1	51	194	1	1	137	16	l4
reiz1_l44658	TEST	1	17	236	34	1	63	195	1	1	135	16	l4
reiz1_l44659	TEST	1	9	235	32	1	51	193	1	1	135	16	l4
reiz1_l44660	TEST	1	26	234	32	1	62	191	1	1	135	16	l4
reiz1_l44661	TEST	1	25	233	33	1	59	193	1	1	136	16	l4
reiz1_l44662	TEST	1	18	231	33	1	61	192	1	1	134	16	l4
reiz1_l44663	TEST	1	22	234	32	1	56	191	1	1	134	16	l4
reiz1_l44664	TEST	1	26	231	32	1	59	189	1	1	134	16	l4
reiz1_l44665	TEST	1	21	230	33	1	56	188	1	1	133	16	l4
reiz1_l44666	TEST	1	21	231	32	1	63	188	1	1	132	16	l4
reiz1_l44667	TEST	1	30	230	31	1	56	188	1	1	132	16	l4
reiz1_l44668	TEST	1	27	229	31	1	64	187	1	1	131	16	l4
reiz1_l44669	TEST	1	33	229	30	1	57	187	1	1	130	16	l4
reiz1_l44670	TEST	2	23	133	41	1	50	185	1	1	225	16	l4
reiz1_l44671	TEST	2	20	131	41	1	44	183	1	1	221	16	l4
reiz1_l44672	TEST	2	23	131	41	1	40	180	1	1	220	16	l4
reiz1_l44673	TEST	2	30	130	42	1	34	178	1	1	216	16	l4
reiz1_l44674	TEST	2	32	129	43	1	36	174	1	1	210	16	l4
reiz1_l44675	TEST	2	17	128	43	1	33	173	1	1	210	16	l4
reiz1_l54781	TEST	3	48	71	37	2	16	152	2	1	172	1	l5
reiz1_l54782	TEST	3	49	69	37	2	18	152	2	1	172	1	l5
reiz1_l54783	TEST	3	51	71	36	2	30	124	1	1	170	1	l5
reiz1_l54784	TEST	3	41	70	37	2	24	151	2	1	171	1	l5
reiz1_l54785	TEST	3	53	70	37	2	7	122	1	1	169	1	l5
reiz1_l54786	TEST	3	47	70	37	2	18	150	2	1	168	1	l5
reiz1_l54787	TEST	3	51	68	36	2	14	149	2	1	169	1	l5
reiz1_l54788	TEST	3	52	69	37	2	14	149	2	1	169	1	l5
reiz1_l54789	TEST	3	51	71	37	2	13	150	2	1	169	1	l5
reiz1_l54790	TEST	3	46	70	37	2	13	123	1	1	171	1	l5
reiz1_l54791	TEST	3	37	70	37	2	21	153	2	1	174	1	l5
reiz1_l54792	TEST	3	40	72	38	2	15	155	2	1	175	1	l5
reiz1_l54793	TEST	3	41	73	38	2	26	129	1	1	177	1	l5
reiz1_l54794	TEST	3	39	72	38	2	23	128	1	1	180	1	l5
reiz1_l54795	TEST	3	37	73	39	2	29	130	1	1	181	1	l5
reiz1_l54796	TEST	3	38	76	39	2	31	133	1	1	183	1	l5
reiz1_l54797	TEST	3	35	74	40	2	24	131	1	1	186	1	l5
reiz1_l54798	TEST	3	43	77	40	2	13	132	1	1	187	1	l5
reiz1_l54799	TEST	3	38	77	40	2	22	134	1	1	189	1	l5
reiz1_l54800	TEST	3	36	77	40	2	32	136	1	1	191	1	l5
reiz1_l54801	TEST	3	31	77	41	2	22	137	1	1	192	1	l5
reiz1_l54802	TEST	3	33	79	40	1	51	194	1	1	136	1	l5
reiz1_l54803	TEST	3	28	78	40	2	28	139	1	1	195	1	l5
reiz1_l54804	TEST	3	28	80	41	1	58	197	1	1	138	1	l5
reiz1_l54805	TEST	3	32	80	42	1	49	197	1	1	138	1	l5
reiz1_l54806	TEST	3	32	80	41	1	38	198	1	1	140	1	l5
reiz1_l54807	TEST	3	27	84	42	1	53	201	1	1	141	1	l5
reiz1_l54808	TEST	2	30	80	40	1	43	202	1	1	143	1	l5
reiz1_l54809	TEST	3	27	86	42	1	45	204	1	1	143	1	l5
reiz1_l54810	TEST	3	25	86	42	1	53	205	1	1	146	1	l5
reiz1_l54811	TEST	3	25	86	42	1	52	205	1	1	146	1	l5
reiz1_l54812	TEST	2	28	80	41	1	54	205	1	1	145	1	l5
reiz1_l54813	TEST	3	27	86	43	1	49	205	1	1	145	1	l5
reiz1_l54814	TEST	3	26	85	42	1	45	206	1	1	146	1	l5
reiz1_l54815	TEST	3	28	85	42	1	49	206	1	1	144	1	l5
